EmployeeID,Age,MonthlySalary,OvertimeHoursPerMonth,LeavesTaken,ProjectsHandled,TrainingHours,CustomerSatisfaction,LastPromotionYear,YearsAtCompany,WorkLifeBalanceScore,PerformanceRating,AttritionRisk_Label,tenure_adjusted_salary,years_since_last_promotion,overtime_to_projects_ratio,days_since_last_leave,engagement_score,Gender_Female,Gender_Male,Gender_Other,Department_Finance,Department_Hr,Department_It,Department_Marketing,Department_Sales,Department_Support,JobRole_Account Manager,JobRole_Accountant,JobRole_Auditor,JobRole_Content Lead,JobRole_Developer,JobRole_Engineer,JobRole_Helpdesk,JobRole_Hr Executive,JobRole_Hr Manager,JobRole_Sales Executive,JobRole_Seo Analyst,JobRole_Support Engineer,JobRole_Tester,EducationLevel_1,EducationLevel_2,EducationLevel_3,EducationLevel_4,EducationLevel_5
18,39,173689,21,11,3,76,5.0,2020,15,3.97,3,0,10855.5625,4,5.25,261,-0.07632790915866076,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
19,47,122403,9,17,4,20,9.0,2015,15,5.37,1,0,7650.1875,9,1.8,247,0.15248692591299973,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
20,23,65010,2,29,11,12,8.0,2015,10,4.77,3,0,5910.0,9,0.16666666666666666,22,0.5990469088721174,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
21,54,75646,20,7,4,50,8.0,2024,2,4.83,3,0,25215.333333333332,0,4.0,265,0.6060349897534759,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
22,60,130906,18,28,8,23,10.0,2013,14,1.73,4,0,8727.066666666668,11,2.0,225,0.9883715453357561,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
23,42,176048,19,17,3,34,5.0,2022,6,3.37,3,0,25149.714285714286,2,4.75,100,-0.14620871797224433,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
24,57,68060,31,30,12,15,5.0,2023,3,-1.2,2,1,17015.0,1,2.3846153846153846,224,-1.0337213420352787,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
25,59,62282,35,5,15,63,5.0,2021,5,2.17,4,0,10380.333333333334,3,2.1875,258,0.06928346133349485,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
26,28,89567,29,13,15,65,5.0,2024,2,2.03,3,0,29855.666666666668,0,1.8125,318,-0.30227585765591425,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
27,33,82449,31,19,9,36,1.0,2014,11,0.63,4,0,6870.75,10,3.1,77,-0.886344489660481,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
28,52,41883,20,11,1,28,5.0,2022,4,4.17,2,0,8376.6,2,10.0,229,-0.40828810315370584,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
29,46,74577,37,11,6,73,5.0,2012,15,0.77,3,0,4661.0625,12,5.285714285714286,90,-0.4490255561644397,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
30,23,104549,38,30,6,80,4.0,2022,12,-2.6,4,0,8042.2307692307695,2,5.428571428571429,207,-0.6803357708276055,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
31,60,74638,39,4,7,12,5.0,2024,4,1.53,4,0,14927.6,0,4.875,272,-0.005256068067660873,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
32,50,103189,8,18,4,44,5.0,2023,5,5.4,3,0,17198.166666666668,1,1.6,59,0.09022135184704667,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
33,43,41254,9,23,13,33,5.0,2020,12,4.37,1,0,3173.3846153846152,4,0.6428571428571429,316,-0.7402482971487511,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
34,33,152027,24,2,11,7,5.0,2018,8,4.87,3,0,16891.88888888889,6,2.0,364,0.02849330406171453,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
35,27,109614,21,0,5,56,5.0,2021,4,5.8,4,0,21922.8,3,3.5,183,0.49206235465567527,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
36,32,38475,25,24,7,79,5.0,2024,7,1.0,3,0,4809.375,0,3.125,291,-0.4222379127858993,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
37,43,72671,32,16,5,80,5.0,2023,6,0.93,3,0,10381.57142857143,1,5.333333333333333,22,-0.4303906738141507,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
38,58,34306,28,14,8,61,5.0,2023,15,2.07,4,0,2144.125,1,3.111111111111111,119,0.05763665986456424,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
39,22,73324,21,30,10,36,5.0,2023,14,0.8,3,0,4888.266666666666,1,1.9090909090909092,237,-0.44553151572376043,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
40,39,163576,12,10,10,76,5.0,2016,13,5.93,3,0,11684.0,8,1.0909090909090908,137,0.15194939963237872,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
41,22,49953,14,0,10,78,9.0,2019,9,7.2,3,0,4995.3,5,1.2727272727272727,257,1.076130986660242,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
42,41,108906,8,7,7,56,5.0,2024,6,7.23,3,0,15558.0,0,1.0,348,0.30335781872847645,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
43,23,78457,7,24,6,62,5.0,2022,15,4.6,5,0,4903.5625,2,1.0,134,0.7075545339614143,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
44,55,37533,22,30,4,61,5.0,2015,14,0.6,4,0,2502.2,9,4.4,307,-0.11357132172871542,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
45,33,171225,23,29,8,53,5.0,2024,7,0.57,4,0,21403.125,0,2.5555555555555554,158,-0.11706536216939463,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
46,21,101051,34,15,7,49,5.0,2019,9,0.7,1,1,10105.1,5,4.25,282,-1.1676859110585036,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
47,33,50654,38,30,1,26,7.0,2018,7,-2.6,4,0,6331.75,6,19.0,234,-0.09813536454827188,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
48,22,71622,27,26,12,20,8.0,2023,7,0.27,4,0,8952.75,1,2.076923076923077,64,0.43019463970314725,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
49,23,132390,14,16,14,45,2.0,2023,4,4.53,4,0,26478.0,1,0.9333333333333333,339,-0.23805243027907674,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
50,54,179351,40,23,14,18,5.0,2023,2,-1.83,3,0,59783.666666666664,1,2.6666666666666665,270,-0.7518423943566351,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
51,57,50691,27,13,10,21,3.0,2022,10,2.43,4,0,4608.272727272727,2,2.4545454545454546,165,-0.288568459033508,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
52,52,163863,37,23,3,50,1.0,2016,14,-1.23,4,0,10924.2,8,9.25,141,-1.1029749969825902,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
53,36,134280,2,3,14,35,5.0,2024,4,9.1,5,0,26856.0,0,0.13333333333333333,311,1.2316606000632908,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
54,52,38519,6,14,12,64,5.0,2024,14,6.47,2,0,2567.9333333333334,0,0.46153846153846156,261,-0.14041166936830238,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
55,35,153394,34,12,12,5,5.0,2023,4,1.2,3,0,30678.8,1,2.6153846153846154,169,-0.3989443098480381,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
56,48,42964,1,13,5,22,5.0,2018,7,7.63,2,0,5370.5,6,0.16666666666666666,44,-0.005308772328707479,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
57,30,52745,16,14,7,41,5.0,2023,6,4.47,1,0,7535.0,1,2.0,69,-0.7286014956798205,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
58,34,37431,4,8,2,60,9.0,2021,13,7.87,3,0,2673.6428571428573,3,1.3333333333333333,157,1.1541645565020768,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
59,22,124008,28,29,6,51,5.0,2022,3,-0.43,4,0,31002.0,2,4.0,55,-0.23353337685870043,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
60,48,128442,18,1,10,36,5.0,2021,8,6.23,4,0,14271.333333333334,3,1.6363636363636365,60,0.5421436009720769,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
61,57,137226,36,1,15,58,5.0,2021,10,2.63,2,1,12475.09090909091,3,2.25,89,-0.5876488457752369,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
62,48,150377,18,19,8,19,5.0,2022,5,3.23,4,0,25062.833333333332,2,2.0,294,0.19273955690415912,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
63,27,161874,2,7,11,53,5.0,2015,13,8.43,5,0,11562.42857142857,9,0.16666666666666666,43,1.153627030221456,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
64,32,39558,19,19,15,50,3.0,2022,6,3.03,3,0,5651.142857142857,2,1.1875,10,-0.5739414471528307,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
65,60,49620,29,4,5,76,4.0,2013,12,3.53,3,0,3816.923076923077,11,4.833333333333333,159,-0.3216406377150666,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
66,34,86861,30,0,1,25,5.0,2024,4,4.0,3,0,17372.2,0,15.0,143,-0.07283386871798161,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
67,22,155851,1,30,12,44,1.0,2024,2,4.8,4,0,51950.333333333336,0,0.07692307692307693,39,-0.40067286840607547,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
68,21,72637,31,27,7,70,6.0,2021,14,-0.7,2,1,4842.466666666666,3,3.875,118,-0.7814205325975144,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
69,26,151643,1,1,5,35,1.0,2024,13,9.63,4,0,10831.642857142857,0,0.16666666666666666,356,0.16186764254327204,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
70,37,155727,26,30,3,46,5.0,2020,10,-0.2,2,1,14157.0,4,6.5,128,-0.9172533273459726,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
71,55,71487,9,12,7,39,5.0,2023,7,6.2,5,0,8935.875,1,1.125,147,0.8939033574643038,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
72,23,169631,0,9,7,23,5.0,2012,14,8.5,4,0,11308.733333333334,12,0.0,365,0.8065259943168012,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
73,29,56935,36,29,6,50,5.0,2024,4,-2.03,4,0,11387.0,0,5.142857142857143,12,-0.4198822003615898,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
74,32,68664,21,9,14,79,4.0,2023,2,4.3,3,0,22888.0,1,1.4,59,-0.2319602664043011,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
75,31,129732,29,2,11,58,5.0,2016,11,3.87,4,0,10811.0,8,2.4166666666666665,76,0.2672790863053149,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
76,21,36008,11,6,5,55,5.0,2016,11,6.8,2,0,3000.6666666666665,8,1.8333333333333333,38,-0.10197722452083142,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
77,25,163071,15,7,8,60,5.0,2016,12,5.83,4,0,12543.923076923076,8,1.6666666666666667,116,0.49555639509635446,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
78,26,44713,21,27,2,48,5.0,2024,3,1.3,3,0,11178.25,0,7.0,136,-0.38729750837910754,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
79,46,73718,10,4,9,34,5.0,2022,4,7.33,4,0,14743.6,2,1.0,4,0.6702584171303131,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
80,47,142815,21,13,15,22,5.0,2023,11,3.63,2,1,11901.25,1,1.3125,168,-0.47118083108593106,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
81,43,82938,18,17,7,16,4.0,2015,11,3.57,4,0,6911.5,9,2.25,314,0.03827187980541191,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
82,22,32356,15,4,12,74,5.0,2020,5,6.33,2,0,5392.666666666667,4,1.1538461538461537,144,-0.15671719142480514,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
83,28,150136,31,14,2,71,5.0,2023,5,1.47,4,0,25022.666666666668,1,10.333333333333334,83,-0.012244148949019292,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
84,51,103550,13,23,9,53,5.0,2024,4,3.57,3,0,20710.0,0,1.3,81,-0.12291511503438318,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
85,31,145121,23,22,13,34,4.0,2024,5,1.73,2,1,24186.833333333332,0,1.6428571428571428,120,-0.8865368610887234,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
86,54,152976,8,19,9,45,4.0,2024,8,5.23,3,0,16997.333333333332,0,0.8,290,-0.1236450127432465,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
87,44,43063,5,9,13,46,4.0,2022,5,7.5,3,0,7177.166666666667,2,0.35714285714285715,145,0.14073738060147775,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
88,30,33987,21,16,9,57,5.0,2014,12,3.13,4,0,2614.3846153846152,10,2.1,170,0.18109275543522851,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
89,44,145588,26,22,7,31,5.0,2020,11,1.13,3,0,12132.333333333334,4,3.25,364,-0.4070970708762895,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
90,32,43235,38,12,6,23,5.0,2023,2,0.4,3,0,14411.666666666666,1,5.428571428571429,260,-0.49211872159948283,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
91,60,56904,31,7,15,37,5.0,2021,4,2.63,3,0,11380.8,3,1.9375,78,-0.23239504884233073,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
92,26,62833,10,3,5,63,5.0,2024,2,7.5,5,0,20944.333333333332,0,1.6666666666666667,249,1.0453117765604014,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
93,22,133108,16,2,11,47,5.0,2022,4,6.47,3,0,26621.6,2,1.3333333333333333,361,0.21484212756460389,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
94,35,65954,17,22,3,41,5.0,2024,5,2.93,3,0,10992.333333333334,0,4.25,279,-0.19745464443553892,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
95,58,99805,6,23,15,6,10.0,2020,7,4.97,4,0,12475.625,4,0.375,283,1.3657279129291073,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
96,43,156104,2,0,12,20,5.0,2011,14,9.6,3,0,10406.933333333332,13,0.15384615384615385,284,0.5793870135421313,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
97,34,115105,29,12,15,19,5.0,2022,3,2.2,3,0,28776.25,2,1.8125,307,-0.28247629515873224,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
98,52,77462,22,18,14,65,5.0,2021,10,2.6,3,0,7042.0,3,1.4666666666666666,263,-0.23588908928300986,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
99,58,136059,1,18,12,69,5.0,2024,12,6.8,4,0,10466.076923076924,0,0.07692307692307693,26,0.6085303693449812,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
100,29,152981,14,9,15,9,7.0,2019,6,5.7,3,0,21854.428571428572,5,0.875,325,0.5132953604400609,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
101,43,107081,31,29,15,80,5.0,2014,11,-1.03,3,0,8923.416666666666,10,1.9375,236,-0.6586679826051902,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
102,30,172259,38,22,2,62,5.0,2012,14,-1.27,5,0,11483.933333333332,12,12.666666666666666,196,0.023887287735188823,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
103,51,50979,31,25,13,52,2.0,2019,11,-0.37,4,0,4248.25,5,2.2142857142857144,329,-0.8087457022566756,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
104,27,98130,12,20,10,19,7.0,2020,9,4.27,4,0,9813.0,4,1.0909090909090908,5,0.7019998963672597,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
105,59,117953,34,7,15,8,5.0,2019,7,2.03,3,0,14744.125,5,2.125,203,-0.30227585765591425,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
106,31,149459,23,24,3,66,5.0,2020,7,1.4,2,1,18682.375,4,5.75,201,-0.7309045038430834,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
107,33,68241,16,6,6,41,5.0,2020,13,5.8,5,0,4874.357142857143,4,2.2857142857142856,250,0.8473161515885814,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
108,51,47360,13,17,4,69,5.0,2023,7,4.57,4,0,5920.0,1,2.6,320,0.3488066965878291,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
109,49,126122,5,20,13,67,5.0,2018,7,5.67,4,0,15765.25,6,0.35714285714285715,357,0.4769215127460655,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
110,33,77857,7,13,9,61,5.0,2016,13,6.43,4,0,5561.214285714285,8,0.7,286,0.5654372039099379,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
111,53,50520,33,17,3,50,4.0,2021,4,0.57,3,0,10104.0,3,8.25,262,-0.6663859611954122,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
112,49,113247,34,9,4,30,5.0,2010,15,1.7,1,1,7077.9375,14,6.8,70,-1.0512178963691976,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
113,39,74074,17,30,7,45,5.0,2014,11,1.6,3,0,6172.833333333333,10,2.125,130,-0.35235710397231573,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
114,59,152599,27,5,7,64,2.0,2023,2,3.77,4,0,50866.333333333336,1,3.375,134,-0.3265681214429493,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
115,33,156093,0,1,6,37,4.0,2022,3,9.83,3,0,39023.25,2,0.0,138,0.4121078548275605,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
116,22,153900,16,3,2,8,7.0,2022,15,6.3,3,0,9618.75,2,5.333333333333333,56,0.5831761692536443,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
117,43,168316,29,1,14,74,5.0,2023,13,4.03,2,1,12022.57142857143,1,1.9333333333333333,312,-0.42459362521020866,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
