employee_id,role,soc_code,skill,importance,has_skill,is_gap
7,Engineer,13-1111.00,Active Learning,3.25,False,True
7,Engineer,13-1111.00,Active Listening,4.12,False,True
7,Engineer,13-1111.00,Critical Thinking,4.12,True,False
7,Engineer,13-1111.00,Learning Strategies,3.0,False,True
7,Engineer,13-1111.00,Mathematics,3.0,False,True
7,Engineer,13-1111.00,Monitoring,3.88,True,False
7,Engineer,13-1111.00,Reading Comprehension,4.12,False,True
7,Engineer,13-1111.00,Science,1.88,True,False
7,Engineer,13-1111.00,Speaking,4.0,False,True
7,Engineer,13-1111.00,Writing,4.0,False,True
8,Hr Executive,13-1111.00,Active Learning,3.25,True,False
8,Hr Executive,13-1111.00,Active Listening,4.12,False,True
8,Hr Executive,13-1111.00,Critical Thinking,4.12,True,False
8,Hr Executive,13-1111.00,Learning Strategies,3.0,False,True
8,Hr Executive,13-1111.00,Mathematics,3.0,False,True
8,Hr Executive,13-1111.00,Monitoring,3.88,False,True
8,Hr Executive,13-1111.00,Reading Comprehension,4.12,False,True
8,Hr Executive,13-1111.00,Science,1.88,True,False
8,Hr Executive,13-1111.00,Speaking,4.0,False,True
8,Hr Executive,13-1111.00,Writing,4.0,False,True
9,Hr Executive,13-1111.00,Active Learning,3.25,False,True
9,Hr Executive,13-1111.00,Active Listening,4.12,False,True
9,Hr Executive,13-1111.00,Critical Thinking,4.12,False,True
9,Hr Executive,13-1111.00,Learning Strategies,3.0,True,False
9,Hr Executive,13-1111.00,Mathematics,3.0,True,False
9,Hr Executive,13-1111.00,Monitoring,3.88,False,True
9,Hr Executive,13-1111.00,Reading Comprehension,4.12,True,False
9,Hr Executive,13-1111.00,Science,1.88,True,False
9,Hr Executive,13-1111.00,Speaking,4.0,False,True
9,Hr Executive,13-1111.00,Writing,4.0,False,True
10,Accountant,13-1111.00,Active Learning,3.25,False,True
10,Accountant,13-1111.00,Active Listening,4.12,True,False
10,Accountant,13-1111.00,Critical Thinking,4.12,True,False
10,Accountant,13-1111.00,Learning Strategies,3.0,True,False
10,Accountant,13-1111.00,Mathematics,3.0,False,True
10,Accountant,13-1111.00,Monitoring,3.88,True,False
10,Accountant,13-1111.00,Reading Comprehension,4.12,False,True
10,Accountant,13-1111.00,Science,1.88,False,True
10,Accountant,13-1111.00,Speaking,4.0,False,True
10,Accountant,13-1111.00,Writing,4.0,False,True
11,Hr Executive,13-1111.00,Active Learning,3.25,False,True
11,Hr Executive,13-1111.00,Active Listening,4.12,True,False
11,Hr Executive,13-1111.00,Critical Thinking,4.12,False,True
11,Hr Executive,13-1111.00,Learning Strategies,3.0,False,True
11,Hr Executive,13-1111.00,Mathematics,3.0,False,True
11,Hr Executive,13-1111.00,Monitoring,3.88,False,True
11,Hr Executive,13-1111.00,Reading Comprehension,4.12,True,False
11,Hr Executive,13-1111.00,Science,1.88,False,True
11,Hr Executive,13-1111.00,Speaking,4.0,True,False
11,Hr Executive,13-1111.00,Writing,4.0,True,False
12,Helpdesk,13-1111.00,Active Learning,3.25,True,False
12,Helpdesk,13-1111.00,Active Listening,4.12,False,True
12,Helpdesk,13-1111.00,Critical Thinking,4.12,False,True
12,Helpdesk,13-1111.00,Learning Strategies,3.0,False,True
12,Helpdesk,13-1111.00,Mathematics,3.0,True,False
12,Helpdesk,13-1111.00,Monitoring,3.88,False,True
12,Helpdesk,13-1111.00,Reading Comprehension,4.12,False,True
12,Helpdesk,13-1111.00,Science,1.88,True,False
12,Helpdesk,13-1111.00,Speaking,4.0,True,False
12,Helpdesk,13-1111.00,Writing,4.0,False,True
13,Accountant,13-1111.00,Active Learning,3.25,True,False
13,Accountant,13-1111.00,Active Listening,4.12,False,True
13,Accountant,13-1111.00,Critical Thinking,4.12,False,True
13,Accountant,13-1111.00,Learning Strategies,3.0,False,True
13,Accountant,13-1111.00,Mathematics,3.0,False,True
13,Accountant,13-1111.00,Monitoring,3.88,False,True
13,Accountant,13-1111.00,Reading Comprehension,4.12,False,True
13,Accountant,13-1111.00,Science,1.88,True,False
13,Accountant,13-1111.00,Speaking,4.0,False,True
13,Accountant,13-1111.00,Writing,4.0,True,False
14,Hr Manager,11-3121.00,Active Learning,4.0,True,False
14,Hr Manager,11-3121.00,Active Listening,4.38,False,True
14,Hr Manager,11-3121.00,Critical Thinking,4.0,False,True
14,Hr Manager,11-3121.00,Learning Strategies,3.75,False,True
14,Hr Manager,11-3121.00,Mathematics,3.0,False,True
14,Hr Manager,11-3121.00,Monitoring,4.0,False,True
14,Hr Manager,11-3121.00,Reading Comprehension,4.25,True,False
14,Hr Manager,11-3121.00,Science,1.5,False,True
14,Hr Manager,11-3121.00,Speaking,4.25,True,False
14,Hr Manager,11-3121.00,Writing,4.12,False,True
15,Developer,15-1252.00,Active Learning,3.5,False,True
15,Developer,15-1252.00,Active Listening,3.38,False,True
15,Developer,15-1252.00,Critical Thinking,3.88,True,False
15,Developer,15-1252.00,Learning Strategies,2.62,True,False
15,Developer,15-1252.00,Mathematics,2.75,False,True
15,Developer,15-1252.00,Monitoring,3.0,True,False
15,Developer,15-1252.00,Reading Comprehension,3.5,False,True
15,Developer,15-1252.00,Science,2.12,False,True
15,Developer,15-1252.00,Speaking,3.12,True,False
15,Developer,15-1252.00,Writing,3.25,True,False
16,Seo Analyst,13-1161.00,Active Learning,3.75,False,True
16,Seo Analyst,13-1161.00,Active Listening,4.0,True,False
16,Seo Analyst,13-1161.00,Critical Thinking,4.0,True,False
16,Seo Analyst,13-1161.00,Learning Strategies,2.88,True,False
16,Seo Analyst,13-1161.00,Mathematics,3.12,False,True
16,Seo Analyst,13-1161.00,Monitoring,3.12,False,True
16,Seo Analyst,13-1161.00,Reading Comprehension,4.0,True,False
16,Seo Analyst,13-1161.00,Science,2.0,False,True
16,Seo Analyst,13-1161.00,Speaking,3.88,False,True
16,Seo Analyst,13-1161.00,Writing,4.0,False,True
17,Support Engineer,13-1111.00,Active Learning,3.25,False,True
17,Support Engineer,13-1111.00,Active Listening,4.12,False,True
17,Support Engineer,13-1111.00,Critical Thinking,4.12,False,True
17,Support Engineer,13-1111.00,Learning Strategies,3.0,True,False
17,Support Engineer,13-1111.00,Mathematics,3.0,True,False
17,Support Engineer,13-1111.00,Monitoring,3.88,False,True
17,Support Engineer,13-1111.00,Reading Comprehension,4.12,True,False
17,Support Engineer,13-1111.00,Science,1.88,False,True
17,Support Engineer,13-1111.00,Speaking,4.0,False,True
17,Support Engineer,13-1111.00,Writing,4.0,True,False
18,Tester,13-1111.00,Active Learning,3.25,True,False
18,Tester,13-1111.00,Active Listening,4.12,True,False
18,Tester,13-1111.00,Critical Thinking,4.12,False,True
18,Tester,13-1111.00,Learning Strategies,3.0,False,True
18,Tester,13-1111.00,Mathematics,3.0,True,False
18,Tester,13-1111.00,Monitoring,3.88,False,True
18,Tester,13-1111.00,Reading Comprehension,4.12,False,True
18,Tester,13-1111.00,Science,1.88,False,True
18,Tester,13-1111.00,Speaking,4.0,False,True
18,Tester,13-1111.00,Writing,4.0,False,True
19,Helpdesk,13-1111.00,Active Learning,3.25,True,False
19,Helpdesk,13-1111.00,Active Listening,4.12,True,False
19,Helpdesk,13-1111.00,Critical Thinking,4.12,False,True
19,Helpdesk,13-1111.00,Learning Strategies,3.0,True,False
19,Helpdesk,13-1111.00,Mathematics,3.0,False,True
19,Helpdesk,13-1111.00,Monitoring,3.88,False,True
19,Helpdesk,13-1111.00,Reading Comprehension,4.12,False,True
19,Helpdesk,13-1111.00,Science,1.88,True,False
19,Helpdesk,13-1111.00,Speaking,4.0,True,False
19,Helpdesk,13-1111.00,Writing,4.0,False,True
20,Support Engineer,13-1111.00,Active Learning,3.25,False,True
20,Support Engineer,13-1111.00,Active Listening,4.12,False,True
20,Support Engineer,13-1111.00,Critical Thinking,4.12,True,False
20,Support Engineer,13-1111.00,Learning Strategies,3.0,True,False
20,Support Engineer,13-1111.00,Mathematics,3.0,False,True
20,Support Engineer,13-1111.00,Monitoring,3.88,False,True
20,Support Engineer,13-1111.00,Reading Comprehension,4.12,True,False
20,Support Engineer,13-1111.00,Science,1.88,True,False
20,Support Engineer,13-1111.00,Speaking,4.0,False,True
20,Support Engineer,13-1111.00,Writing,4.0,True,False
21,Support Engineer,13-1111.00,Active Learning,3.25,False,True
21,Support Engineer,13-1111.00,Active Listening,4.12,True,False
21,Support Engineer,13-1111.00,Critical Thinking,4.12,True,False
21,Support Engineer,13-1111.00,Learning Strategies,3.0,False,True
21,Support Engineer,13-1111.00,Mathematics,3.0,False,True
21,Support Engineer,13-1111.00,Monitoring,3.88,False,True
21,Support Engineer,13-1111.00,Reading Comprehension,4.12,True,False
21,Support Engineer,13-1111.00,Science,1.88,False,True
21,Support Engineer,13-1111.00,Speaking,4.0,False,True
21,Support Engineer,13-1111.00,Writing,4.0,False,True
22,Sales Executive,13-1111.00,Active Learning,3.25,True,False
22,Sales Executive,13-1111.00,Active Listening,4.12,False,True
22,Sales Executive,13-1111.00,Critical Thinking,4.12,False,True
22,Sales Executive,13-1111.00,Learning Strategies,3.0,False,True
22,Sales Executive,13-1111.00,Mathematics,3.0,False,True
22,Sales Executive,13-1111.00,Monitoring,3.88,True,False
22,Sales Executive,13-1111.00,Reading Comprehension,4.12,True,False
22,Sales Executive,13-1111.00,Science,1.88,True,False
22,Sales Executive,13-1111.00,Speaking,4.0,True,False
22,Sales Executive,13-1111.00,Writing,4.0,False,True
23,Tester,13-1111.00,Active Learning,3.25,False,True
23,Tester,13-1111.00,Active Listening,4.12,False,True
23,Tester,13-1111.00,Critical Thinking,4.12,False,True
23,Tester,13-1111.00,Learning Strategies,3.0,True,False
23,Tester,13-1111.00,Mathematics,3.0,False,True
23,Tester,13-1111.00,Monitoring,3.88,True,False
23,Tester,13-1111.00,Reading Comprehension,4.12,True,False
23,Tester,13-1111.00,Science,1.88,True,False
23,Tester,13-1111.00,Speaking,4.0,False,True
23,Tester,13-1111.00,Writing,4.0,True,False
24,Tester,13-1111.00,Active Learning,3.25,True,False
24,Tester,13-1111.00,Active Listening,4.12,False,True
24,Tester,13-1111.00,Critical Thinking,4.12,True,False
24,Tester,13-1111.00,Learning Strategies,3.0,True,False
24,Tester,13-1111.00,Mathematics,3.0,False,True
24,Tester,13-1111.00,Monitoring,3.88,False,True
24,Tester,13-1111.00,Reading Comprehension,4.12,False,True
24,Tester,13-1111.00,Science,1.88,True,False
24,Tester,13-1111.00,Speaking,4.0,False,True
24,Tester,13-1111.00,Writing,4.0,True,False
25,Content Lead,13-1111.00,Active Learning,3.25,True,False
25,Content Lead,13-1111.00,Active Listening,4.12,False,True
25,Content Lead,13-1111.00,Critical Thinking,4.12,False,True
25,Content Lead,13-1111.00,Learning Strategies,3.0,False,True
25,Content Lead,13-1111.00,Mathematics,3.0,True,False
25,Content Lead,13-1111.00,Monitoring,3.88,True,False
25,Content Lead,13-1111.00,Reading Comprehension,4.12,True,False
25,Content Lead,13-1111.00,Science,1.88,False,True
25,Content Lead,13-1111.00,Speaking,4.0,False,True
25,Content Lead,13-1111.00,Writing,4.0,False,True
26,Seo Analyst,13-1161.00,Active Learning,3.75,True,False
26,Seo Analyst,13-1161.00,Active Listening,4.0,True,False
26,Seo Analyst,13-1161.00,Critical Thinking,4.0,True,False
26,Seo Analyst,13-1161.00,Learning Strategies,2.88,False,True
26,Seo Analyst,13-1161.00,Mathematics,3.12,False,True
26,Seo Analyst,13-1161.00,Monitoring,3.12,False,True
26,Seo Analyst,13-1161.00,Reading Comprehension,4.0,True,False
26,Seo Analyst,13-1161.00,Science,2.0,False,True
26,Seo Analyst,13-1161.00,Speaking,3.88,False,True
26,Seo Analyst,13-1161.00,Writing,4.0,True,False
27,Sales Executive,13-1111.00,Active Learning,3.25,True,False
27,Sales Executive,13-1111.00,Active Listening,4.12,False,True
27,Sales Executive,13-1111.00,Critical Thinking,4.12,False,True
27,Sales Executive,13-1111.00,Learning Strategies,3.0,False,True
27,Sales Executive,13-1111.00,Mathematics,3.0,False,True
27,Sales Executive,13-1111.00,Monitoring,3.88,True,False
27,Sales Executive,13-1111.00,Reading Comprehension,4.12,True,False
27,Sales Executive,13-1111.00,Science,1.88,False,True
27,Sales Executive,13-1111.00,Speaking,4.0,False,True
27,Sales Executive,13-1111.00,Writing,4.0,True,False
28,Content Lead,13-1111.00,Active Learning,3.25,False,True
28,Content Lead,13-1111.00,Active Listening,4.12,False,True
28,Content Lead,13-1111.00,Critical Thinking,4.12,False,True
28,Content Lead,13-1111.00,Learning Strategies,3.0,False,True
28,Content Lead,13-1111.00,Mathematics,3.0,False,True
28,Content Lead,13-1111.00,Monitoring,3.88,False,True
28,Content Lead,13-1111.00,Reading Comprehension,4.12,False,True
28,Content Lead,13-1111.00,Science,1.88,True,False
28,Content Lead,13-1111.00,Speaking,4.0,True,False
28,Content Lead,13-1111.00,Writing,4.0,True,False
29,Accountant,13-1111.00,Active Learning,3.25,False,True
29,Accountant,13-1111.00,Active Listening,4.12,False,True
29,Accountant,13-1111.00,Critical Thinking,4.12,False,True
29,Accountant,13-1111.00,Learning Strategies,3.0,True,False
29,Accountant,13-1111.00,Mathematics,3.0,True,False
29,Accountant,13-1111.00,Monitoring,3.88,False,True
29,Accountant,13-1111.00,Reading Comprehension,4.12,True,False
29,Accountant,13-1111.00,Science,1.88,False,True
29,Accountant,13-1111.00,Speaking,4.0,True,False
29,Accountant,13-1111.00,Writing,4.0,False,True
30,Support Engineer,13-1111.00,Active Learning,3.25,True,False
30,Support Engineer,13-1111.00,Active Listening,4.12,False,True
30,Support Engineer,13-1111.00,Critical Thinking,4.12,False,True
30,Support Engineer,13-1111.00,Learning Strategies,3.0,False,True
30,Support Engineer,13-1111.00,Mathematics,3.0,False,True
30,Support Engineer,13-1111.00,Monitoring,3.88,True,False
30,Support Engineer,13-1111.00,Reading Comprehension,4.12,True,False
30,Support Engineer,13-1111.00,Science,1.88,True,False
30,Support Engineer,13-1111.00,Speaking,4.0,False,True
30,Support Engineer,13-1111.00,Writing,4.0,False,True
31,Developer,15-1252.00,Active Learning,3.5,False,True
31,Developer,15-1252.00,Active Listening,3.38,False,True
31,Developer,15-1252.00,Critical Thinking,3.88,True,False
31,Developer,15-1252.00,Learning Strategies,2.62,True,False
31,Developer,15-1252.00,Mathematics,2.75,False,True
31,Developer,15-1252.00,Monitoring,3.0,False,True
31,Developer,15-1252.00,Reading Comprehension,3.5,False,True
31,Developer,15-1252.00,Science,2.12,True,False
31,Developer,15-1252.00,Speaking,3.12,False,True
31,Developer,15-1252.00,Writing,3.25,False,True
32,Content Lead,13-1111.00,Active Learning,3.25,True,False
32,Content Lead,13-1111.00,Active Listening,4.12,False,True
32,Content Lead,13-1111.00,Critical Thinking,4.12,False,True
32,Content Lead,13-1111.00,Learning Strategies,3.0,False,True
32,Content Lead,13-1111.00,Mathematics,3.0,False,True
32,Content Lead,13-1111.00,Monitoring,3.88,False,True
32,Content Lead,13-1111.00,Reading Comprehension,4.12,True,False
32,Content Lead,13-1111.00,Science,1.88,True,False
32,Content Lead,13-1111.00,Speaking,4.0,False,True
32,Content Lead,13-1111.00,Writing,4.0,False,True
33,Tester,13-1111.00,Active Learning,3.25,True,False
33,Tester,13-1111.00,Active Listening,4.12,True,False
33,Tester,13-1111.00,Critical Thinking,4.12,False,True
33,Tester,13-1111.00,Learning Strategies,3.0,False,True
33,Tester,13-1111.00,Mathematics,3.0,True,False
33,Tester,13-1111.00,Monitoring,3.88,False,True
33,Tester,13-1111.00,Reading Comprehension,4.12,True,False
33,Tester,13-1111.00,Science,1.88,False,True
33,Tester,13-1111.00,Speaking,4.0,False,True
33,Tester,13-1111.00,Writing,4.0,False,True
34,Engineer,13-1111.00,Active Learning,3.25,True,False
34,Engineer,13-1111.00,Active Listening,4.12,False,True
34,Engineer,13-1111.00,Critical Thinking,4.12,False,True
34,Engineer,13-1111.00,Learning Strategies,3.0,False,True
34,Engineer,13-1111.00,Mathematics,3.0,False,True
34,Engineer,13-1111.00,Monitoring,3.88,True,False
34,Engineer,13-1111.00,Reading Comprehension,4.12,False,True
34,Engineer,13-1111.00,Science,1.88,False,True
34,Engineer,13-1111.00,Speaking,4.0,True,False
34,Engineer,13-1111.00,Writing,4.0,True,False
35,Seo Analyst,13-1161.00,Active Learning,3.75,False,True
35,Seo Analyst,13-1161.00,Active Listening,4.0,True,False
35,Seo Analyst,13-1161.00,Critical Thinking,4.0,False,True
35,Seo Analyst,13-1161.00,Learning Strategies,2.88,False,True
35,Seo Analyst,13-1161.00,Mathematics,3.12,True,False
35,Seo Analyst,13-1161.00,Monitoring,3.12,False,True
35,Seo Analyst,13-1161.00,Reading Comprehension,4.0,False,True
35,Seo Analyst,13-1161.00,Science,2.0,True,False
35,Seo Analyst,13-1161.00,Speaking,3.88,False,True
35,Seo Analyst,13-1161.00,Writing,4.0,True,False
36,Auditor,13-2011.00,Active Learning,3.25,False,True
36,Auditor,13-2011.00,Active Listening,3.5,False,True
36,Auditor,13-2011.00,Critical Thinking,3.5,False,True
36,Auditor,13-2011.00,Learning Strategies,2.75,True,False
36,Auditor,13-2011.00,Mathematics,3.38,False,True
36,Auditor,13-2011.00,Monitoring,3.25,True,False
36,Auditor,13-2011.00,Reading Comprehension,3.88,True,False
36,Auditor,13-2011.00,Science,1.25,False,True
36,Auditor,13-2011.00,Speaking,3.38,False,True
36,Auditor,13-2011.00,Writing,3.5,False,True
37,Content Lead,13-1111.00,Active Learning,3.25,False,True
37,Content Lead,13-1111.00,Active Listening,4.12,False,True
37,Content Lead,13-1111.00,Critical Thinking,4.12,False,True
37,Content Lead,13-1111.00,Learning Strategies,3.0,True,False
37,Content Lead,13-1111.00,Mathematics,3.0,True,False
37,Content Lead,13-1111.00,Monitoring,3.88,True,False
37,Content Lead,13-1111.00,Reading Comprehension,4.12,False,True
37,Content Lead,13-1111.00,Science,1.88,True,False
37,Content Lead,13-1111.00,Speaking,4.0,True,False
37,Content Lead,13-1111.00,Writing,4.0,False,True
38,Accountant,13-1111.00,Active Learning,3.25,False,True
38,Accountant,13-1111.00,Active Listening,4.12,False,True
38,Accountant,13-1111.00,Critical Thinking,4.12,True,False
38,Accountant,13-1111.00,Learning Strategies,3.0,True,False
38,Accountant,13-1111.00,Mathematics,3.0,False,True
38,Accountant,13-1111.00,Monitoring,3.88,False,True
38,Accountant,13-1111.00,Reading Comprehension,4.12,False,True
38,Accountant,13-1111.00,Science,1.88,True,False
38,Accountant,13-1111.00,Speaking,4.0,True,False
38,Accountant,13-1111.00,Writing,4.0,False,True
39,Auditor,13-2011.00,Active Learning,3.25,True,False
39,Auditor,13-2011.00,Active Listening,3.5,False,True
39,Auditor,13-2011.00,Critical Thinking,3.5,True,False
39,Auditor,13-2011.00,Learning Strategies,2.75,False,True
39,Auditor,13-2011.00,Mathematics,3.38,False,True
39,Auditor,13-2011.00,Monitoring,3.25,True,False
39,Auditor,13-2011.00,Reading Comprehension,3.88,False,True
39,Auditor,13-2011.00,Science,1.25,False,True
39,Auditor,13-2011.00,Speaking,3.38,False,True
39,Auditor,13-2011.00,Writing,3.5,False,True
40,Auditor,13-2011.00,Active Learning,3.25,True,False
40,Auditor,13-2011.00,Active Listening,3.5,False,True
40,Auditor,13-2011.00,Critical Thinking,3.5,False,True
40,Auditor,13-2011.00,Learning Strategies,2.75,False,True
40,Auditor,13-2011.00,Mathematics,3.38,False,True
40,Auditor,13-2011.00,Monitoring,3.25,True,False
40,Auditor,13-2011.00,Reading Comprehension,3.88,False,True
40,Auditor,13-2011.00,Science,1.25,True,False
40,Auditor,13-2011.00,Speaking,3.38,True,False
40,Auditor,13-2011.00,Writing,3.5,False,True
41,Account Manager,13-1111.00,Active Learning,3.25,True,False
41,Account Manager,13-1111.00,Active Listening,4.12,False,True
41,Account Manager,13-1111.00,Critical Thinking,4.12,True,False
41,Account Manager,13-1111.00,Learning Strategies,3.0,False,True
41,Account Manager,13-1111.00,Mathematics,3.0,False,True
41,Account Manager,13-1111.00,Monitoring,3.88,False,True
41,Account Manager,13-1111.00,Reading Comprehension,4.12,True,False
41,Account Manager,13-1111.00,Science,1.88,True,False
41,Account Manager,13-1111.00,Speaking,4.0,False,True
41,Account Manager,13-1111.00,Writing,4.0,False,True
42,Content Lead,13-1111.00,Active Learning,3.25,True,False
42,Content Lead,13-1111.00,Active Listening,4.12,False,True
42,Content Lead,13-1111.00,Critical Thinking,4.12,False,True
42,Content Lead,13-1111.00,Learning Strategies,3.0,True,False
42,Content Lead,13-1111.00,Mathematics,3.0,False,True
42,Content Lead,13-1111.00,Monitoring,3.88,True,False
42,Content Lead,13-1111.00,Reading Comprehension,4.12,True,False
42,Content Lead,13-1111.00,Science,1.88,False,True
42,Content Lead,13-1111.00,Speaking,4.0,False,True
42,Content Lead,13-1111.00,Writing,4.0,False,True
43,Content Lead,13-1111.00,Active Learning,3.25,False,True
43,Content Lead,13-1111.00,Active Listening,4.12,True,False
43,Content Lead,13-1111.00,Critical Thinking,4.12,False,True
43,Content Lead,13-1111.00,Learning Strategies,3.0,False,True
43,Content Lead,13-1111.00,Mathematics,3.0,True,False
43,Content Lead,13-1111.00,Monitoring,3.88,False,True
43,Content Lead,13-1111.00,Reading Comprehension,4.12,False,True
43,Content Lead,13-1111.00,Science,1.88,True,False
43,Content Lead,13-1111.00,Speaking,4.0,False,True
43,Content Lead,13-1111.00,Writing,4.0,False,True
44,Engineer,13-1111.00,Active Learning,3.25,True,False
44,Engineer,13-1111.00,Active Listening,4.12,False,True
44,Engineer,13-1111.00,Critical Thinking,4.12,False,True
44,Engineer,13-1111.00,Learning Strategies,3.0,True,False
44,Engineer,13-1111.00,Mathematics,3.0,False,True
44,Engineer,13-1111.00,Monitoring,3.88,False,True
44,Engineer,13-1111.00,Reading Comprehension,4.12,False,True
44,Engineer,13-1111.00,Science,1.88,True,False
44,Engineer,13-1111.00,Speaking,4.0,True,False
44,Engineer,13-1111.00,Writing,4.0,False,True
45,Accountant,13-1111.00,Active Learning,3.25,False,True
45,Accountant,13-1111.00,Active Listening,4.12,True,False
45,Accountant,13-1111.00,Critical Thinking,4.12,False,True
45,Accountant,13-1111.00,Learning Strategies,3.0,True,False
45,Accountant,13-1111.00,Mathematics,3.0,False,True
45,Accountant,13-1111.00,Monitoring,3.88,False,True
45,Accountant,13-1111.00,Reading Comprehension,4.12,True,False
45,Accountant,13-1111.00,Science,1.88,False,True
45,Accountant,13-1111.00,Speaking,4.0,False,True
45,Accountant,13-1111.00,Writing,4.0,False,True
46,Developer,15-1252.00,Active Learning,3.5,True,False
46,Developer,15-1252.00,Active Listening,3.38,False,True
46,Developer,15-1252.00,Critical Thinking,3.88,True,False
46,Developer,15-1252.00,Learning Strategies,2.62,False,True
46,Developer,15-1252.00,Mathematics,2.75,True,False
46,Developer,15-1252.00,Monitoring,3.0,True,False
46,Developer,15-1252.00,Reading Comprehension,3.5,True,False
46,Developer,15-1252.00,Science,2.12,False,True
46,Developer,15-1252.00,Speaking,3.12,False,True
46,Developer,15-1252.00,Writing,3.25,False,True
47,Account Manager,13-1111.00,Active Learning,3.25,False,True
47,Account Manager,13-1111.00,Active Listening,4.12,True,False
47,Account Manager,13-1111.00,Critical Thinking,4.12,True,False
47,Account Manager,13-1111.00,Learning Strategies,3.0,False,True
47,Account Manager,13-1111.00,Mathematics,3.0,False,True
47,Account Manager,13-1111.00,Monitoring,3.88,False,True
47,Account Manager,13-1111.00,Reading Comprehension,4.12,True,False
47,Account Manager,13-1111.00,Science,1.88,False,True
47,Account Manager,13-1111.00,Speaking,4.0,True,False
47,Account Manager,13-1111.00,Writing,4.0,False,True
48,Sales Executive,13-1111.00,Active Learning,3.25,False,True
48,Sales Executive,13-1111.00,Active Listening,4.12,False,True
48,Sales Executive,13-1111.00,Critical Thinking,4.12,True,False
48,Sales Executive,13-1111.00,Learning Strategies,3.0,False,True
48,Sales Executive,13-1111.00,Mathematics,3.0,False,True
48,Sales Executive,13-1111.00,Monitoring,3.88,False,True
48,Sales Executive,13-1111.00,Reading Comprehension,4.12,True,False
48,Sales Executive,13-1111.00,Science,1.88,True,False
48,Sales Executive,13-1111.00,Speaking,4.0,True,False
48,Sales Executive,13-1111.00,Writing,4.0,False,True
